BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
00028871                        ,2607            ,10-APR-19,00084818                        ,      2.59,         1,WEST   ,        14,2019
00028878                        ,1916            ,10-APR-19,05765225                        ,         1,         1,WEST   ,        14,2019
00028882                        ,0514            ,10-APR-19,06785463                        ,       1.5,         1,CENTRAL,        14,2019
00028890                        ,1786            ,10-APR-19,03678757                        ,      2.38,         2,WEST   ,        14,2019
00028895                        ,2780            ,10-APR-19,06585742                        ,      1.29,         1,WEST   ,        14,2019
00028925                        ,0631            ,11-APR-19,00761850                        ,      1.49,         1,CENTRAL,        14,2019
00028930                        ,3246            ,11-APR-19,00101638                        ,      2.19,         1,SOUTH  ,        14,2019
00028930                        ,3246            ,11-APR-19,03670194                        ,      2.79,         1,SOUTH  ,        14,2019
00028931                        ,3398            ,11-APR-19,05867497                        ,         3,         1,SOUTH  ,        14,2019
00028937                        ,1270            ,11-APR-19,06939605                        ,      5.99,         1,CENTRAL,        14,2019
00028938                        ,2507            ,11-APR-19,05204331                        ,       .98,         2,WEST   ,        14,2019
00028945                        ,4078            ,11-APR-19,03043725                        ,         2,         4,EAST   ,        14,2019
00028956                        ,2555            ,11-APR-19,06072404                        ,      2.49,         1,WEST   ,        14,2019
00028957                        ,4604            ,11-APR-19,00008471                        ,      2.76,         4,WEST   ,        14,2019
00028964                        ,4146            ,11-APR-19,05340645                        ,       2.5,         1,WEST   ,        14,2019
00028968                        ,3603            ,11-APR-19,00086338                        ,       1.5,         1,SOUTH  ,        14,2019
00028974                        ,3785            ,12-APR-19,06595650                        ,         2,         2,EAST   ,        14,2019
00028977                        ,2575            ,11-APR-19,06777537                        ,      2.98,         2,WEST   ,        14,2019
00028978                        ,4745            ,12-APR-19,00163395                        ,      1.99,         1,WEST   ,        14,2019
00028983                        ,1797            ,12-APR-19,01091089                        ,     14.67,         4,CENTRAL,        14,2019
00029011                        ,4414            ,12-APR-19,00095971                        ,      1.49,         1,CENTRAL,        14,2019
00029017                        ,1748            ,11-APR-19,02966110                        ,      3.57,         3,WEST   ,        14,2019
00029036                        ,3486            ,11-APR-19,02982034                        ,      8.97,         3,SOUTH  ,        14,2019
00029038                        ,0514            ,11-APR-19,00092148                        ,      3.49,         1,CENTRAL,        14,2019
00029038                        ,0514            ,11-APR-19,06321558                        ,      5.77,         1,CENTRAL,        14,2019
00029047                        ,2102            ,11-APR-19,00009210                        ,      1.71,         1,SOUTH  ,        14,2019
00029047                        ,2102            ,11-APR-19,06775426                        ,      2.49,         1,SOUTH  ,        14,2019
00029047                        ,2102            ,11-APR-19,00101328                        ,      3.49,         1,SOUTH  ,        14,2019
00029053                        ,3205            ,11-APR-19,00086206                        ,       .99,         1,SOUTH  ,        14,2019
00029054                        ,2320            ,11-APR-19,00007723                        ,      1.25,         1,WEST   ,        14,2019
00029057                        ,0808            ,11-APR-19,00092766                        ,      1.99,         1,CENTRAL,        14,2019
00029066                        ,1994            ,11-APR-19,06884569                        ,      2.38,         1,CENTRAL,        14,2019
00029068                        ,1647            ,11-APR-19,00814553                        ,     13.16,         4,WEST   ,        14,2019
00029070                        ,4816            ,11-APR-19,00077479                        ,      2.99,         1,WEST   ,        14,2019
00029089                        ,0210            ,12-APR-19,05992719                        ,         2,         1,EAST   ,        14,2019
00029090                        ,0183            ,12-APR-19,00101257                        ,      1.99,         1,EAST   ,        14,2019
00029090                        ,0183            ,12-APR-19,01372660                        ,      7.39,         1,EAST   ,        14,2019
00029095                        ,3014            ,12-APR-19,00009340                        ,       1.5,         1,SOUTH  ,        14,2019
00029099                        ,2004            ,12-APR-19,00008493                        ,        .5,         1,EAST   ,        14,2019
00029129                        ,4011            ,12-APR-19,00089080                        ,       .99,         1,SOUTH  ,        14,2019
00029129                        ,4011            ,12-APR-19,00089126                        ,      2.39,         1,SOUTH  ,        14,2019
00029129                        ,4011            ,12-APR-19,05494124                        ,      4.29,         1,SOUTH  ,        14,2019
00029139                        ,0136            ,12-APR-19,02160328                        ,         1,         1,EAST   ,        14,2019
00029147                        ,2433            ,12-APR-19,05150357                        ,      3.49,         1,WEST   ,        14,2019
00029150                        ,2555            ,12-APR-19,06823681                        ,      6.59,         1,WEST   ,        14,2019
00029152                        ,1399            ,13-APR-19,00986055                        ,      1.69,         1,SOUTH  ,        14,2019
00029153                        ,0438            ,13-APR-19,05405161                        ,      2.99,         1,CENTRAL,        14,2019
00029154                        ,4293            ,13-APR-19,01396758                        ,       9.3,         1,SOUTH  ,        14,2019
00029168                        ,0482            ,13-APR-19,01091190                        ,      1.49,         1,CENTRAL,        14,2019
00029168                        ,0482            ,13-APR-19,00789039                        ,      3.49,         1,CENTRAL,        14,2019
00029171                        ,1492            ,13-APR-19,00652791                        ,      7.99,         1,EAST   ,        14,2019
00029188                        ,2572            ,13-APR-19,01411516                        ,      3.77,         1,WEST   ,        14,2019
00029189                        ,2433            ,13-APR-19,06789745                        ,      3.99,         1,WEST   ,        14,2019
00029193                        ,1270            ,13-APR-19,00093545                        ,      1.89,         1,CENTRAL,        14,2019
00029194                        ,1270            ,13-APR-19,06705137                        ,     15.99,         1,CENTRAL,        14,2019
00029197                        ,3111            ,13-APR-19,04314851                        ,      1.86,         1,SOUTH  ,        14,2019
00029200                        ,1165            ,13-APR-19,00472462                        ,      1.49,         1,EAST   ,        14,2019
00029202                        ,1265            ,13-APR-19,04448393                        ,       2.5,         1,EAST   ,        14,2019
00029205                        ,2707            ,13-APR-19,06827275                        ,      4.29,         1,EAST   ,        14,2019
00029206                        ,3840            ,13-APR-19,00086372                        ,       2.5,         1,EAST   ,        14,2019
00029216                        ,4171            ,13-APR-19,01149840                        ,      4.59,         1,EAST   ,        14,2019
00029220                        ,2629            ,13-APR-19,06269396                        ,      1.76,         2,WEST   ,        14,2019
00029221                        ,3635            ,13-APR-19,06847332                        ,      1.88,         2,SOUTH  ,        14,2019
00029227                        ,1709            ,13-APR-19,01363973                        ,      9.25,         1,CENTRAL,        14,2019
00029230                        ,1290            ,13-APR-19,06996410                        ,      1.18,         2,CENTRAL,        14,2019
00029230                        ,1290            ,13-APR-19,00088731                        ,      1.98,         2,CENTRAL,        14,2019
00029231                        ,0984            ,13-APR-19,06642306                        ,       .99,         1,EAST   ,        14,2019
00029233                        ,2780            ,12-APR-19,00415305                        ,      1.99,         1,WEST   ,        14,2019
00029236                        ,3014            ,13-APR-19,00894238                        ,       1.4,         2,SOUTH  ,        14,2019
00029237                        ,0801            ,13-APR-19,00008505                        ,      1.04,         1,CENTRAL,        14,2019
00029237                        ,0801            ,13-APR-19,00092497                        ,     14.95,         5,CENTRAL,        14,2019
00029239                        ,1205            ,13-APR-19,06779672                        ,         3,         5,EAST   ,        14,2019
00029240                        ,3358            ,13-APR-19,00093544                        ,      1.89,         1,SOUTH  ,        14,2019
00029241                        ,0845            ,13-APR-19,00095580                        ,        10,        10,EAST   ,        14,2019
00029244                        ,3895            ,13-APR-19,00094045                        ,       .99,         1,SOUTH  ,        14,2019
00029244                        ,3895            ,13-APR-19,00099747                        ,      5.79,         1,SOUTH  ,        14,2019
00029256                        ,4713            ,13-APR-19,00953642                        ,      4.98,         2,SOUTH  ,        14,2019
00029258                        ,2077            ,13-APR-19,01411372                        ,         5,         1,EAST   ,        14,2019
00029264                        ,4778            ,13-APR-19,05124895                        ,     13.72,         2,WEST   ,        14,2019
00029265                        ,2607            ,13-APR-19,00033741                        ,      3.95,         1,WEST   ,        14,2019
00029271                        ,0779            ,13-APR-19,00288784                        ,      1.29,         1,CENTRAL,        14,2019
00029289                        ,1082            ,13-APR-19,06996101                        ,       2.5,         1,EAST   ,        14,2019
00029292                        ,0789            ,13-APR-19,04927198                        ,      1.99,         1,CENTRAL,        14,2019
00029298                        ,1015            ,14-APR-19,06102446                        ,      3.99,         1,EAST   ,        15,2019
00029302                        ,3246            ,14-APR-19,00009178                        ,      1.92,         1,SOUTH  ,        15,2019
00029302                        ,3246            ,14-APR-19,04752151                        ,      4.99,         1,SOUTH  ,        15,2019
00029303                        ,1187            ,14-APR-19,04321734                        ,      1.99,         1,EAST   ,        15,2019
00029304                        ,1195            ,14-APR-19,01400750                        ,      3.68,         1,EAST   ,        15,2019
00029304                        ,1195            ,14-APR-19,04960251                        ,      6.62,         1,EAST   ,        15,2019
00029307                        ,2512            ,14-APR-19,00097224                        ,      1.29,         1,WEST   ,        15,2019
00029308                        ,3820            ,14-APR-19,04333169                        ,      3.49,         1,CENTRAL,        15,2019
00029323                        ,1873            ,14-APR-19,03950925                        ,       .89,         1,CENTRAL,        15,2019
00029330                        ,3496            ,14-APR-19,01221586                        ,      5.84,         1,SOUTH  ,        15,2019
00029331                        ,3496            ,14-APR-19,04872214                        ,         1,         1,SOUTH  ,        15,2019
00029331                        ,3496            ,14-APR-19,00100885                        ,      1.69,         1,SOUTH  ,        15,2019
00029340                        ,4725            ,14-APR-19,00008436                        ,      1.24,         1,CENTRAL,        15,2019
00029340                        ,4725            ,14-APR-19,02554730                        ,      5.49,         1,CENTRAL,        15,2019
00029343                        ,4603            ,14-APR-19,00096159                        ,      1.78,         2,WEST   ,        15,2019
00029358                        ,2375            ,14-APR-19,05057822                        ,      5.99,         1,WEST   ,        15,2019
00029358                        ,2375            ,14-APR-19,01339593                        ,     10.07,         1,WEST   ,        15,2019
00029371                        ,3474            ,14-APR-19,03013056                        ,     14.99,         1,SOUTH  ,        15,2019
00029375                        ,3977            ,15-APR-19,00084766                        ,      3.38,         2,EAST   ,        15,2019
00029388                        ,3809            ,15-APR-19,00972072                        ,      2.49,         1,CENTRAL,        15,2019
00029391                        ,1034            ,15-APR-19,00071955                        ,      1.25,         1,EAST   ,        15,2019
00029394                        ,2371            ,15-APR-19,00093161                        ,      5.48,         2,WEST   ,        15,2019
00029397                        ,1245            ,15-APR-19,04782805                        ,      3.59,         1,EAST   ,        15,2019
00029399                        ,4974            ,15-APR-19,00084767                        ,      1.99,         1,CENTRAL,        15,2019
00029402                        ,4017            ,15-APR-19,02267712                        ,       .24,         1,WEST   ,        15,2019
00029435                        ,4857            ,14-APR-19,00761736                        ,       .89,         1,CENTRAL,        15,2019
00029444                        ,1102            ,14-APR-19,01103952                        ,       .97,         1,EAST   ,        15,2019
00029445                        ,0575            ,14-APR-19,06822914                        ,       .68,         1,CENTRAL,        15,2019
00029450                        ,2617            ,14-APR-19,05110737                        ,      2.91,         1,WEST   ,        15,2019
00029456                        ,1916            ,14-APR-19,00788161                        ,         2,         2,WEST   ,        15,2019
00029457                        ,2264            ,14-APR-19,05901968                        ,      1.25,         1,SOUTH  ,        15,2019
00029460                        ,1441            ,14-APR-19,00767254                        ,      2.49,         1,WEST   ,        15,2019
00029467                        ,0099            ,14-APR-19,06241466                        ,      1.79,         1,SOUTH  ,        15,2019
00029467                        ,0099            ,14-APR-19,04448402                        ,      5.79,         1,SOUTH  ,        15,2019
00029468                        ,2022            ,14-APR-19,01119713                        ,      3.89,         1,SOUTH  ,        15,2019
00029471                        ,1990            ,14-APR-19,06411013                        ,      3.99,         1,CENTRAL,        15,2019
00029487                        ,3411            ,15-APR-19,06885285                        ,      2.99,         1,SOUTH  ,        15,2019
00029496                        ,1748            ,15-APR-19,05871770                        ,      6.19,         1,WEST   ,        15,2019
00029499                        ,4836            ,15-APR-19,00072569                        ,      1.19,         1,SOUTH  ,        15,2019
00029501                        ,4766            ,15-APR-19,04889635                        ,         2,         2,WEST   ,        15,2019
00029501                        ,4766            ,15-APR-19,00076653                        ,      1.99,         1,WEST   ,        15,2019
00029501                        ,4766            ,15-APR-19,04329650                        ,      2.99,         1,WEST   ,        15,2019
00029501                        ,4766            ,15-APR-19,00093720                        ,      9.99,         1,WEST   ,        15,2019
00029504                        ,1885            ,15-APR-19,04418857                        ,     14.99,         1,SOUTH  ,        15,2019
00029509                        ,2019            ,15-APR-19,06116100                        ,      1.99,         1,SOUTH  ,        15,2019
00029512                        ,1916            ,15-APR-19,00084843                        ,      1.78,         2,WEST   ,        15,2019
00029513                        ,3486            ,15-APR-19,07057528                        ,      4.99,         1,SOUTH  ,        15,2019
00029514                        ,2707            ,15-APR-19,03967442                        ,      2.59,         1,EAST   ,        15,2019
00029516                        ,2629            ,15-APR-19,01222204                        ,     13.98,         2,WEST   ,        15,2019
00029523                        ,3214            ,15-APR-19,00086338                        ,      3.45,         2,SOUTH  ,        15,2019
00029525                        ,2652            ,16-APR-19,00644666                        ,      1.99,         1,WEST   ,        15,2019
00029535                        ,2780            ,16-APR-19,00101676                        ,      3.99,         1,WEST   ,        15,2019
00029539                        ,1729            ,16-APR-19,06562172                        ,         1,         1,CENTRAL,        15,2019
00029550                        ,4146            ,16-APR-19,05989773                        ,         1,         1,WEST   ,        15,2019
00029550                        ,4146            ,16-APR-19,00912470                        ,       1.5,         1,WEST   ,        15,2019
00029555                        ,4719            ,16-APR-19,00767397                        ,       1.1,         2,CENTRAL,        15,2019
00029560                        ,4506            ,16-APR-19,00101687                        ,      1.99,         1,SOUTH  ,        15,2019
00029566                        ,0779            ,15-APR-19,00524083                        ,      1.99,         1,CENTRAL,        15,2019
00029568                        ,0779            ,15-APR-19,00099547                        ,      1.25,         1,CENTRAL,        15,2019
00029579                        ,0616            ,15-APR-19,03302316                        ,      2.29,         1,CENTRAL,        15,2019
00029583                        ,1600            ,15-APR-19,00907237                        ,      2.49,         1,WEST   ,        15,2019
00029594                        ,3904            ,16-APR-19,00085029                        ,      3.98,         2,EAST   ,        15,2019
00029600                        ,3111            ,16-APR-19,00087392                        ,      5.49,         1,SOUTH  ,        15,2019
00029612                        ,2453            ,16-APR-19,06752317                        ,      1.49,         1,WEST   ,        15,2019
00029612                        ,2453            ,16-APR-19,01364753                        ,      11.3,         1,WEST   ,        15,2019
00029616                        ,3551            ,16-APR-19,01412311                        ,      2.98,         1,SOUTH  ,        15,2019
00029622                        ,0060            ,16-APR-19,05996681                        ,         2,         1,EAST   ,        15,2019
00029629                        ,3635            ,16-APR-19,04766600                        ,     12.98,         2,SOUTH  ,        15,2019
00029648                        ,2433            ,16-APR-19,07099448                        ,      2.97,         1,WEST   ,        15,2019
00029657                        ,0308            ,17-APR-19,00883334                        ,      1.19,         1,EAST   ,        15,2019
00029669                        ,2406            ,17-APR-19,06534901                        ,      2.37,         3,WEST   ,        15,2019
00029677                        ,4078            ,17-APR-19,06705808                        ,      3.19,         1,EAST   ,        15,2019
00029678                        ,3220            ,17-APR-19,06743600                        ,      3.49,         1,SOUTH  ,        15,2019
00029701                        ,2022            ,17-APR-19,03676762                        ,      3.99,         1,SOUTH  ,        15,2019
00029702                        ,2780            ,17-APR-19,00761850                        ,      1.67,         1,WEST   ,        15,2019
00029705                        ,4126            ,17-APR-19,00092649                        ,      2.79,         1,CENTRAL,        15,2019
00029707                        ,3358            ,17-APR-19,06419031                        ,     18.79,         1,SOUTH  ,        15,2019
00029714                        ,0632            ,18-APR-19,00897210                        ,      1.69,         1,CENTRAL,        15,2019
00029726                        ,0159            ,18-APR-19,00094045                        ,       .99,         1,EAST   ,        15,2019
00029728                        ,3411            ,18-APR-19,07004806                        ,      2.29,         1,SOUTH  ,        15,2019
00029730                        ,1797            ,18-APR-19,00009211                        ,      1.81,         1,CENTRAL,        15,2019
00029741                        ,0136            ,18-APR-19,00009058                        ,      1.89,         1,EAST   ,        15,2019
00029742                        ,3895            ,18-APR-19,05590522                        ,        20,         2,SOUTH  ,        15,2019
00029763                        ,1532            ,17-APR-19,06996410                        ,       .89,         1,WEST   ,        15,2019
00029773                        ,1647            ,17-APR-19,00814553                        ,     19.74,         6,WEST   ,        15,2019
00029774                        ,2175            ,17-APR-19,00087931                        ,      1.69,         1,WEST   ,        15,2019
00029775                        ,1080            ,17-APR-19,00032792                        ,      2.73,         1,EAST   ,        15,2019
00029786                        ,3582            ,17-APR-19,04552227                        ,      2.79,         1,SOUTH  ,        15,2019
00029786                        ,3582            ,17-APR-19,07048216                        ,     13.49,         1,SOUTH  ,        15,2019
00029788                        ,3811            ,17-APR-19,02499367                        ,      1.29,         1,SOUTH  ,        15,2019
00029798                        ,1916            ,17-APR-19,05868121                        ,      4.99,         1,WEST   ,        15,2019
00029799                        ,4716            ,16-APR-19,00099714                        ,      1.49,         1,WEST   ,        15,2019
00029803                        ,0808            ,17-APR-19,03740475                        ,      4.58,         2,CENTRAL,        15,2019
00029804                        ,0554            ,17-APR-19,00105582                        ,       .79,         1,CENTRAL,        15,2019
00029806                        ,3232            ,17-APR-19,06996587                        ,      1.67,         1,EAST   ,        15,2019
00029812                        ,0117            ,17-APR-19,04718686                        ,      3.29,         1,EAST   ,        15,2019
00029822                        ,3214            ,18-APR-19,06559531                        ,       3.7,         1,SOUTH  ,        15,2019
00029823                        ,0438            ,18-APR-19,02404939                        ,      7.99,         1,CENTRAL,        15,2019
00029837                        ,4982            ,18-APR-19,00101328                        ,      2.99,         1,WEST   ,        15,2019
00029839                        ,3022            ,18-APR-19,00091012                        ,      1.39,         1,SOUTH  ,        15,2019
00029839                        ,3022            ,18-APR-19,00081642                        ,      2.99,         1,SOUTH  ,        15,2019
00029852                        ,4420            ,18-APR-19,00101786                        ,      1.29,         1,EAST   ,        15,2019
00029861                        ,2066            ,18-APR-19,05306494                        ,       .59,         1,CENTRAL,        15,2019
00029861                        ,2066            ,18-APR-19,00008494                        ,      2.09,         1,CENTRAL,        15,2019
00029867                        ,0060            ,19-APR-19,00094660                        ,         1,         1,EAST   ,        15,2019
00029874                        ,3635            ,19-APR-19,00151902                        ,      5.18,         2,SOUTH  ,        15,2019
00029896                        ,1770            ,19-APR-19,00918325                        ,      3.98,         2,CENTRAL,        15,2019
00029899                        ,2629            ,19-APR-19,00191217                        ,      1.29,         1,WEST   ,        15,2019
00029900                        ,2629            ,19-APR-19,04644253                        ,      2.49,         1,WEST   ,        15,2019
00029900                        ,2629            ,19-APR-19,00097843                        ,      6.99,         1,WEST   ,        15,2019
00029902                        ,3904            ,19-APR-19,00767520                        ,         1,         1,EAST   ,        15,2019
00029903                        ,4372            ,19-APR-19,00278921                        ,      1.79,         1,CENTRAL,        15,2019
00029927                        ,1652            ,19-APR-19,00513494                        ,      1.25,         1,CENTRAL,        15,2019
00029931                        ,3551            ,19-APR-19,06698671                        ,      8.99,         1,SOUTH  ,        15,2019
00029937                        ,2531            ,18-APR-19,00009178                        ,       .48,         1,WEST   ,        15,2019
00029938                        ,0991            ,18-APR-19,05028130                        ,      3.64,         1,EAST   ,        15,2019
00029949                        ,1895            ,19-APR-19,00084775                        ,      1.29,         1,EAST   ,        15,2019
00029960                        ,4037            ,19-APR-19,06822777                        ,      5.99,         1,EAST   ,        15,2019
00029965                        ,0428            ,19-APR-19,03946893                        ,      1.54,         1,CENTRAL,        15,2019
00029970                        ,1873            ,19-APR-19,02247927                        ,      3.99,         1,CENTRAL,        15,2019
00029970                        ,1873            ,19-APR-19,00778304                        ,      4.99,         1,CENTRAL,        15,2019
00029976                        ,2004            ,19-APR-19,00951619                        ,      5.79,         1,EAST   ,        15,2019
00029977                        ,1699            ,19-APR-19,00101651                        ,      1.99,         1,EAST   ,        15,2019
00029982                        ,3809            ,19-APR-19,00277417                        ,      1.67,         1,CENTRAL,        15,2019
00029993                        ,2435            ,19-APR-19,00009004                        ,        .5,         1,WEST   ,        15,2019
00030005                        ,2710            ,19-APR-19,02267712                        ,       .94,         1,WEST   ,        15,2019
00030007                        ,1526            ,19-APR-19,00986053                        ,       3.5,         1,CENTRAL,        15,2019
00030009                        ,0514            ,19-APR-19,00277417                        ,      1.67,         1,CENTRAL,        15,2019
00030009                        ,0514            ,19-APR-19,06990720                        ,      6.09,         1,CENTRAL,        15,2019
00030010                        ,1990            ,19-APR-19,01411391                        ,      7.34,         1,CENTRAL,        15,2019
00030011                        ,1916            ,19-APR-19,00253093                        ,       1.5,         1,WEST   ,        15,2019
00030014                        ,1916            ,20-APR-19,05107274                        ,      1.67,         1,WEST   ,        15,2019
00030019                        ,3411            ,20-APR-19,05313705                        ,      2.29,         1,SOUTH  ,        15,2019
00030027                        ,2780            ,20-APR-19,00525958                        ,      1.79,         1,WEST   ,        15,2019
00030027                        ,2780            ,20-APR-19,00094559                        ,      7.47,         3,WEST   ,        15,2019
00030030                        ,2391            ,20-APR-19,05467561                        ,      3.98,         2,WEST   ,        15,2019
00030038                        ,1554            ,19-APR-19,06750434                        ,         2,         2,EAST   ,        15,2019
00030039                        ,1120            ,19-APR-19,00708388                        ,      4.49,         1,EAST   ,        15,2019
00030039                        ,1120            ,19-APR-19,04441883                        ,      4.49,         1,EAST   ,        15,2019
00030044                        ,1652            ,20-APR-19,02404964                        ,      6.99,         1,CENTRAL,        15,2019
00030053                        ,3582            ,20-APR-19,00072276                        ,      7.99,         1,SOUTH  ,        15,2019
00030057                        ,1873            ,20-APR-19,00096917                        ,      2.29,         1,CENTRAL,        15,2019
00030067                        ,3840            ,20-APR-19,00906067                        ,         2,         1,EAST   ,        15,2019
00030073                        ,4171            ,20-APR-19,05290801                        ,      4.01,         1,EAST   ,        15,2019
00030079                        ,1015            ,20-APR-19,00099856                        ,       .79,         1,EAST   ,        15,2019
00030079                        ,1015            ,20-APR-19,00095559                        ,         1,         1,EAST   ,        15,2019
00030080                        ,1015            ,20-APR-19,00072619                        ,      3.75,         3,EAST   ,        15,2019
00030084                        ,2986            ,20-APR-19,00100584                        ,      4.99,         1,SOUTH  ,        15,2019
00030090                        ,3635            ,20-APR-19,00101228                        ,      2.99,         1,SOUTH  ,        15,2019
00030092                        ,3635            ,20-APR-19,05987611                        ,      2.49,         1,SOUTH  ,        15,2019
00030111                        ,1748            ,20-APR-19,02546552                        ,      3.49,         1,WEST   ,        15,2019
00030116                        ,1120            ,20-APR-19,00087593                        ,      1.77,         1,EAST   ,        15,2019
00030125                        ,4453            ,20-APR-19,00912464                        ,         3,         2,SOUTH  ,        15,2019
00030138                        ,1082            ,20-APR-19,00679888                        ,       .25,         1,EAST   ,        15,2019
00030138                        ,1082            ,20-APR-19,04329537                        ,      5.59,         1,EAST   ,        15,2019
00030146                        ,4126            ,20-APR-19,06822687                        ,     27.99,         1,CENTRAL,        15,2019
00030154                        ,3314            ,20-APR-19,00383583                        ,      4.49,         1,SOUTH  ,        15,2019
00030156                        ,0183            ,20-APR-19,05028329                        ,      3.99,         1,EAST   ,        15,2019
00030165                        ,2420            ,20-APR-19,00093877                        ,      5.98,         2,WEST   ,        15,2019
00030176                        ,1990            ,20-APR-19,00087867                        ,      6.79,         1,CENTRAL,        15,2019
00030180                        ,0172            ,20-APR-19,00068083                        ,         2,         1,EAST   ,        15,2019
00030192                        ,2607            ,20-APR-19,00266680                        ,      2.94,         6,WEST   ,        15,2019
00030194                        ,1012            ,20-APR-19,00266677                        ,       .99,         1,EAST   ,        15,2019
00030194                        ,1012            ,20-APR-19,00778227                        ,      2.49,         1,EAST   ,        15,2019
00030194                        ,1012            ,20-APR-19,07020071                        ,       2.5,         1,EAST   ,        15,2019
00030194                        ,1012            ,20-APR-19,00970621                        ,      3.99,         1,EAST   ,        15,2019
00030196                        ,3809            ,20-APR-19,00698162                        ,      4.58,         2,CENTRAL,        15,2019
00030197                        ,2019            ,20-APR-19,05404563                        ,         1,         1,SOUTH  ,        15,2019
00030204                        ,0845            ,20-APR-19,01393525                        ,      3.85,         1,EAST   ,        15,2019
00030217                        ,1786            ,20-APR-19,04199546                        ,      1.98,         2,WEST   ,        15,2019
00030220                        ,0801            ,20-APR-19,06975210                        ,      2.99,         1,CENTRAL,        15,2019
00030220                        ,0801            ,20-APR-19,00468045                        ,      5.98,         2,CENTRAL,        15,2019
00030225                        ,1034            ,20-APR-19,00207148                        ,      5.78,         2,EAST   ,        15,2019
00030226                        ,1924            ,20-APR-19,00277345                        ,      3.39,         1,SOUTH  ,        15,2019
00030226                        ,1924            ,20-APR-19,00306530                        ,     14.99,         1,SOUTH  ,        15,2019
00030228                        ,3358            ,20-APR-19,06855663                        ,      1.19,         1,SOUTH  ,        15,2019
00030242                        ,1895            ,21-APR-19,00912464                        ,       1.5,         1,EAST   ,        16,2019
00030261                        ,2512            ,21-APR-19,04004061                        ,      1.67,         1,WEST   ,        16,2019
00030270                        ,0594            ,21-APR-19,05449243                        ,      7.98,         2,CENTRAL,        16,2019
00030271                        ,3164            ,21-APR-19,06987267                        ,      2.69,         1,SOUTH  ,        16,2019
00030277                        ,2077            ,21-APR-19,03787175                        ,      3.78,         2,EAST   ,        16,2019
00030283                        ,2780            ,21-APR-19,00033793                        ,      3.65,         1,WEST   ,        16,2019
00030290                        ,3496            ,21-APR-19,00093798                        ,      2.49,         1,SOUTH  ,        16,2019
00030295                        ,4809            ,21-APR-19,01091209                        ,        12,         4,CENTRAL,        16,2019
00030307                        ,3014            ,21-APR-19,00777866                        ,      1.89,         1,SOUTH  ,        16,2019
00030307                        ,3014            ,21-APR-19,05180418                        ,      1.99,         1,SOUTH  ,        16,2019
00030313                        ,0054            ,21-APR-19,04619339                        ,       1.1,         2,EAST   ,        16,2019
00030313                        ,0054            ,21-APR-19,00032769                        ,      1.69,         1,EAST   ,        16,2019
00030313                        ,0054            ,21-APR-19,05214209                        ,      2.99,         1,EAST   ,        16,2019
00030314                        ,4085            ,21-APR-19,00092432                        ,      1.59,         1,CENTRAL,        16,2019
00030316                        ,1373            ,21-APR-19,00076826                        ,      1.25,         1,EAST   ,        16,2019
00030317                        ,2453            ,21-APR-19,00008512                        ,       .21,         1,WEST   ,        16,2019
00030336                        ,0779            ,21-APR-19,00084775                        ,      2.69,         1,CENTRAL,        16,2019
00030349                        ,4745            ,22-APR-19,00093161                        ,      2.99,         1,WEST   ,        16,2019
00030356                        ,3164            ,22-APR-19,04529162                        ,     13.81,         3,SOUTH  ,        16,2019
00030359                        ,4568            ,22-APR-19,00084878                        ,      1.89,         1,EAST   ,        16,2019
00030368                        ,4836            ,22-APR-19,00073391                        ,       2.5,         1,SOUTH  ,        16,2019
00030374                        ,1836            ,22-APR-19,00008554                        ,         2,         4,SOUTH  ,        16,2019
00030374                        ,1836            ,22-APR-19,05586556                        ,       2.5,         1,SOUTH  ,        16,2019
00030374                        ,1836            ,22-APR-19,03672245                        ,     13.99,         1,SOUTH  ,        16,2019
00030388                        ,3842            ,22-APR-19,06559033                        ,       .37,         1,SOUTH  ,        16,2019
00030407                        ,1265            ,22-APR-19,00725448                        ,      1.79,         1,EAST   ,        16,2019
00030411                        ,4766            ,22-APR-19,00827853                        ,      1.99,         1,WEST   ,        16,2019
00030416                        ,4293            ,22-APR-19,00093658                        ,      3.79,         1,SOUTH  ,        16,2019
00030425                        ,2442            ,21-APR-19,00092503                        ,      4.99,         1,WEST   ,        16,2019
00030429                        ,1885            ,21-APR-19,06910562                        ,      3.37,         3,SOUTH  ,        16,2019
00030436                        ,1618            ,22-APR-19,05375621                        ,     18.47,         3,WEST   ,        16,2019
00030451                        ,1895            ,22-APR-19,00100831                        ,      3.39,         1,EAST   ,        16,2019
00030452                        ,1990            ,22-APR-19,00072065                        ,      2.37,         1,CENTRAL,        16,2019
00030459                        ,1473            ,21-APR-19,03799731                        ,       .88,         1,WEST   ,        16,2019
00030459                        ,1473            ,21-APR-19,06996410                        ,       .89,         1,WEST   ,        16,2019
00030459                        ,1473            ,21-APR-19,04352739                        ,      1.99,         1,WEST   ,        16,2019
00030471                        ,3893            ,22-APR-19,00098691                        ,         1,         1,SOUTH  ,        16,2019
00030482                        ,3163            ,22-APR-19,06440630                        ,      1.77,         1,SOUTH  ,        16,2019
00030483                        ,3003            ,22-APR-19,05043592                        ,         2,         1,CENTRAL,        16,2019
00030499                        ,3049            ,23-APR-19,04529162                        ,     11.34,         3,SOUTH  ,        16,2019
